,Index,ID,Name,cluster
640,640,10357,Jinrui wa Suitai Shimashita,1
641,641,550,Yu Gi Oh ,2
642,642,9331,Yumekui Merry,2
643,643,5258,Hajime no Ippo New Challenger,1
644,644,5678,Kobato ,1
645,645,257,Ikkitousen,1
646,646,2246,Mononoke,0
647,647,2994,Death Note Rewrite,0
648,648,29785,Jitsu wa Watashi wa,1
649,649,11977,Mahou Shoujo Madoka Magica Movie 1 Hajimari no Monogatari,1
650,650,9135,Fullmetal Alchemist The Sacred Star of Milos,2
651,651,330,Midori no Hibi,1
652,652,23251,Gugure Kokkuri san,1
653,653,22,Prince of Tennis,2
654,654,4814,Junjou Romantica 2,1
655,655,4182,Darker than Black Kuro no Keiyakusha Special,0
656,656,13667,Naruto Shippuuden Movie 6 Road to Ninja,2
657,657,395,Gantz 2nd Stage,0
658,658,6637,Higashi no Eden Movie II Paradise Lost,2
659,659,3927,Mobile Suit Gundam 00 Second Season,0
660,660,6030,Needless,0
661,661,16201,Aku no Hana,0
662,662,31764,Nejimaki Seirei Senki Tenkyou no Alderamin,0
663,663,322,Paradise Kiss,1
664,664,11701,Another The Other Inga,0
665,665,10460,Kimi to Boku ,1
666,666,14397,Chihayafuru 2,1
667,667,90,Mobile Suit Gundam Wing,2
668,668,20159,Pokemon The Origin,2
669,669,468,Ghost in the Shell 2 Innocence,0
670,670,149,Loveless,2
671,671,256,Hoshi no Koe,1
672,672,23309,Rail Wars ,0
673,673,5177,Denpa teki na Kanojo,0
674,674,11979,Mahou Shoujo Madoka Magica Movie 2 Eien no Monogatari,1
675,675,10079,Hoshizora e Kakaru Hashi,1
676,676,4155,One Piece Film Strong World,2
677,677,16870,The Last Naruto the Movie,2
678,678,4472,Lucky Star Original na Visual to Animation,1
679,679,8915,Dantalian no Shoka,0
680,680,18893,Aoki Hagane no Arpeggio Ars Nova,2
681,681,8246,Naruto Shippuuden Movie 4 The Lost Tower,2
682,682,10798,UN GO,0
683,683,15699,Haiyore Nyaruko san W,1
684,684,241,Girls Bravo First Season,1
685,685,6802,So Ra No Wo To,1
686,686,31904,Big Order TV ,2
687,687,10711,Plastic Neesan,1
688,688,14811,GJ bu,1
689,689,21659,Kill la Kill Special,0
690,690,19315,Pupa,0
691,691,15,Eyeshield 21,2
692,692,6325,Naruto Shippuuden Movie 3 Hi no Ishi wo Tsugu Mono,2
693,693,182,Tenkuu no Escaflowne,2
694,694,9982,Fairy Tail OVA,1
695,695,21105,Love Stage ,1
696,696,32189,Danganronpa 3 The End of Kibougamine Gakuen Mirai hen,0
697,697,31710,Divine Gate,2
698,698,12403,Yuru Yuri ,1
699,699,21033,Seikoku no Dragonar,1
700,700,5040,One Outs,1
701,701,21273,Gochuumon wa Usagi Desu ka ,2
702,702,4087,Michiko to Hatchin,0
703,703,170,Slam Dunk,1
704,704,18139,Tonari no Seki kun,1
705,705,4565,Tengen Toppa Gurren Lagann Movie Lagann hen,0
706,706,11241,Brave 10,0
707,707,13331,Jormungand Perfect Order,0
708,708,25283,Kuusen Madoushi Kouhosei no Kyoukan,2
709,709,5940,Seiken no Blacksmith,2
710,710,1690,Bokurano,0
711,711,18689,Diamond no Ace,1
712,712,28621,Subete ga F ni Naru The Perfect Insider,0
713,713,10278,The iDOLM STER,1
714,714,31722,Nanatsu no Taizai Seisen no Shirushi,2
715,715,6007,Ookami to Koushinryou II Ookami to Kohakuiro no Yuuutsu,1
716,716,15417,Gintama 039 Enchousen,2
717,717,18119,Servant x Service,1
718,718,22273,Selector Infected WIXOSS,0
719,719,13333,Tari Tari,1
720,720,31173,Akagami no Shirayuki hime 2nd Season,1
721,721,28805,Bakemono no Ko,2
722,722,3467,Nogizaka Haruka no Himitsu,1
723,723,25879,Working ,1
724,724,820,Ginga Eiyuu Densetsu,0
725,725,18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru OVA,1
726,726,133,Green Green,1
727,727,9074,Arakawa Under the Bridge x Bridge,1
728,728,4981,Casshern Sins,0
729,729,23333,DRAMAtical Murder,2
730,730,5667,To LOVE Ru OVA,1
731,731,1594,Jigoku Shoujo Futakomori,0
732,732,31559,Prince of Stride Alternative,1
733,733,16353,Love Lab,1
734,734,18001,Freezing Vibration,0
735,735,969,Tsubasa Chronicle 2nd Season,2
736,736,4177,Bounen no Xamdou,2
737,737,7662,Shinrei Tantei Yakumo,1
738,738,10418,Deadman Wonderland OVA,0
739,739,1117,Pokemon Maboroshi no Pokemon Lugia Bakutan,2
740,740,400,Seihou Bukyou Outlaw Star,2
741,741,2596,Shinreigari Ghost Hound,1
742,742,16732,Kiniro Mosaic,1
743,743,762,Bleach Memories in the Rain,2
744,744,25099,Ore ga Ojousama Gakkou ni quot Shomin Sample quot Toshite Gets Sareta Ken,1
745,745,5507,Senjou no Valkyria,2
746,746,12049,Fairy Tail Movie 1 Houou no Miko,2
747,747,440,Shoujo Kakumei Utena,1
748,748,10397,Mashiro iro Symphony The Color of Lovers,1
749,749,2952,Final Fantasy VII Advent Children Complete,2
750,750,10218,Berserk Ougon Jidai hen I Haou no Tamago,2
751,751,477,Aria The Animation,1
752,752,22865,Rokujouma no Shinryakusha TV ,1
753,753,2164,Dennou Coil,0
754,754,98,Mai HiME,2
755,755,9479,Coppelion,2
756,756,9760,Hoshi wo Ou Kodomo,2
757,757,157,Mahou Sensei Negima ,1
758,758,18095,Nourin,1
759,759,12859,One Piece Film Z,2
760,760,24701,Mushishi Zoku Shou 2nd Season,2
761,761,25731,Cross Ange Tenshi to Ryuu no Rondo,0
762,762,10589,Naruto Shippuuden Movie 5 Blood Prison,2
763,763,10049,Nurarihyon no Mago Sennen Makyou,2
764,764,7590,Mayoi Neko Overrun ,1
765,765,31772,One Punch Man Specials,0
766,766,26441,Junketsu no Maria,0
767,767,13357,High School DxD Specials,1
768,768,16662,Kaze Tachinu,1
769,769,166,Samurai 7,1
770,770,3091,xxxHOLiC Kei,1
771,771,1132,Digimon Frontier,2
772,772,4884,Tales of the Abyss,2
773,773,28755,Boruto Naruto the Movie,2
774,774,19685,Kanojo ga Flag wo Oraretara,1
775,775,482,Yu Gi Oh Duel Monsters GX,2
776,776,19365,Samurai Flamenco,0
777,777,17777,Saikin Imouto no Yousu ga Chotto Okashiinda ga ,1
778,778,5112,Akikan ,1
779,779,15605,Brothers Conflict,1
780,780,3228,Zoku Sayonara Zetsubou Sensei,1
781,781,416,Kurenai no Buta,2
782,782,28979,To LOVE Ru Darkness 2nd,1
783,783,23421,Re Hamatora,0
784,784,10209,Kore wa Zombie Desu ka OVA,2
785,785,11235,Amagami SS Plus,1
786,786,9750,Itsuka Tenma no Kuro Usagi,1
787,787,132,GetBackers,2
788,788,31741,Magi Sinbad no Bouken TV ,2
789,789,534,Slayers,2
790,790,740,Bishoujo Senshi Sailor Moon R,1
791,791,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure me,1
792,792,1118,Pokemon Kesshoutou no Teiou Entei,2
793,793,834,Bleach The Sealed Sword Frenzy,2
794,794,721,Princess Tutu,1
795,795,31229,Servamp,0
796,796,9736,Astarotte no Omocha ,1
797,797,12431,Uchuu Kyoudai,1
798,798,4107,Tengen Toppa Gurren Lagann Movie Gurren hen,2
799,799,855,Strawberry Panic,1
800,800,5079,Kurokami The Animation,0
801,801,21647,Tamako Love Story,1
802,802,22547,Blade amp Soul,0
803,803,65,Rozen Maiden Tr umend,2
804,804,15335,Gintama Movie Kanketsu hen Yorozuya yo Eien Nare,2
805,805,32370,D Gray man Hallow,0
806,806,28391,Ao no Kanata no Four Rhythm,1
807,807,16934,Chuunibyou demo Koi ga Shitai Kirameki no Slapstick Noel,1
808,808,5781,Isekai no Seikishi Monogatari,2
809,809,10012,Carnival Phantasm,1
810,810,16157,Choujigen Game Neptune The Animation,2
811,811,18195,Little Busters Refrain,1
812,812,31716,Rewrite,2
813,813,4581,Shikabane Hime Aka,0
814,814,11553,Toradora Bentou no Gokui,1
815,815,28735,Shouwa Genroku Rakugo Shinjuu,1
816,816,8536,Fortune Arterial Akai Yakusoku,1
817,817,1965,Sola,1
818,818,34240,Shelter,0
819,819,6444,Tegamibachi,2
820,820,4477,Nodame Cantabile Paris hen,1
821,821,6862,K On Live House ,1
822,822,2131,Bokusatsu Tenshi Dokuro chan 2,0
823,823,30458,Tokyo Ghoul quot Jack quot ,0
824,824,1254,Saint Seiya,2
825,825,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,1
826,826,5118,Suzumiya Haruhi chan no Yuuutsu,1
827,827,9790,Sora no Otoshimono Tokeijikake no Angeloid,0
828,828,29093,Grisaia no Meikyuu Caprice no Mayu 0,0
829,829,14751,Bishoujo Senshi Sailor Moon Crystal,1
830,830,3230,Druaga no Tou The Aegis of Uruk,2
831,831,32648,Handa kun,1
832,832,17831,Inu to Hasami wa Tsukaiyou,1
833,833,11123,Sekaiichi Hatsukoi 2,1
834,834,10897,Boku wa Tomodachi ga Sukunai Episode 0,1
835,835,31952,Kono Bijutsubu ni wa Mondai ga Aru ,1
836,836,135,Hikaru no Go,1
837,837,710,Rec,1
838,838,13469,Hyouka Motsubeki Mono wa,1
839,839,1498,Black Blood Brothers,0
840,840,15117,Kami nomi zo Shiru Sekai Tenri hen,1
841,841,5342,Asura Cryin 039 ,2
842,842,27829,Heavy Object,2
843,843,17641,Date A Live Date to Date,1
844,844,543,Vampire Hunter D 2000 ,0
845,845,379,Heppoko Jikken Animation Excel Saga,0
846,846,4106,Trigun Badlands Rumble,2
847,847,185,Initial D First Stage,2
848,848,31845,Masou Gakuen HxH,2
849,849,4548,Yozakura Quartet,2
850,850,6421,Fullmetal Alchemist Brotherhood Specials,2
851,851,687,Tokyo Mew Mew,2
852,852,243,Gravitation,1
853,853,20973,Sekai Seifuku Bouryaku no Zvezda,2
854,854,405,Blood The Last Vampire,0
855,855,19703,Kyousou Giga TV ,2
856,856,5690,Nodame Cantabile Finale,1
857,857,9471,Baka to Test to Shoukanjuu Matsuri,1
858,858,1564,Pokemon Advanced Generation,2
859,859,29589,Denpa Kyoushi TV ,1
860,860,4192,Hayate no Gotoku ,2
861,861,248,Ichigo 100 ,1
862,862,20709,Sabagebu ,2
863,863,23317,Kuroshitsuji Book of Murder,0
864,864,114,Sakigake Cromartie Koukou,1
865,865,14921,RDG Red Data Girl,1
866,866,19363,Gin no Saji 2nd Season,1
867,867,14527,Medaka Box Abnormal,2
868,868,532,Bishoujo Senshi Sailor Moon S,1
869,869,24705,Ore Twintail ni Narimasu ,2
870,870,28619,Ranpo Kitan Game of Laplace,0
871,871,19647,Hajime no Ippo Rising,1
872,872,165,RahXephon,2
873,873,12113,Berserk Ougon Jidai hen II Doldrey Kouryaku,0
874,874,31318,Comet Lucifer,2
875,875,153,Juuni Kokuki,2
876,876,53,Ai Yori Aoshi,1
877,877,14837,Dragon Ball Z Movie 14 Kami to Kami,2
878,878,7465,Eve no Jikan Movie ,1
879,879,3229,Kimi ga Aruji de Shitsuji ga Ore de,1
880,880,8934,Star Driver Kagayaki no Takuto,2
881,881,272,Noir,2
882,882,901,Dragon Ball Z Movie 08 Moetsukiro Nessen Ressen Chougekisen,2
883,883,94,Mobile Suit Gundam Seed Destiny,0
884,884,11837,Zetman,0
885,885,12115,Berserk Ougon Jidai hen III Kourin,0
886,886,25,Sunabouzu,0
887,887,33028,Danganronpa 3 The End of Kibougamine Gakuen Zetsubou hen,0
888,888,20457,Inari Konkon Koi Iroha ,1
889,889,24227,Nisekoi OVA,1
890,890,587,Hanbun no Tsuki ga Noboru Sora,1
891,891,6974,Seikimatsu Occult Gakuin,0
892,892,3299,H2O Footprints in the Sand,1
893,893,9981,Phi Brain Kami no Puzzle,2
894,894,7,Witch Hunter Robin,2
895,895,17909,Uchouten Kazoku,1
896,896,935,Witchblade,0
897,897,198,Speed Grapher,0
898,898,8479,Hetalia World Series,1
899,899,28387,Joukamachi no Dandelion,1
900,900,23623,Non Non Biyori Repeat,1
901,901,23311,Garo Honoo no Kokuin,0
902,902,10073,Seikon no Qwaser II,0
903,903,390,Suzuka,1
904,904,102,Aishiteruze Baby ,1
905,905,4551,Hakushaku to Yousei,2
906,906,25429,Isuca,2
907,907,17741,Kimi no Iru Machi,1
908,908,2494,Goshuushou sama Ninomiya kun,1
909,909,2403,Kodomo no Jikan TV ,1
910,910,10119,Seitokai Yakuindomo OVA,1
911,911,8142,Colorful Movie ,1
912,912,1250,Erementar Gerad,2
913,913,1579,Kiniro no Corda Primo Passo,1
914,914,10447,Aquarion Evol,2
915,915,26351,Nagato Yuki chan no Shoushitsu,1
916,916,76,Mahou Shoujo Lyrical Nanoha,2
917,917,2002,Heroic Age,2
918,918,570,Jin Rou,0
919,919,30091,Chaos Dragon Sekiryuu Seneki,0
920,920,8476,Otome Youkai Zakuro,1
921,921,16005,Zettai Karen Children The Unlimited Hyoubu Kyousuke,0
922,922,7858,Sora no Otoshimono Project Pink,1
923,923,1606,Kekkaishi,2
924,924,2986,Bamboo Blade,1
925,925,123,Fushigi Yuugi,2
926,926,12711,Uta no Prince sama Maji Love 2000 ,1
927,927,1142,Hachimitsu to Clover II,1
928,928,21563,Kamigami no Asobi,1
929,929,31630,Gyakuten Saiban Sono quot Shinjitsu quot Igi Ari ,1
930,930,24031,Denki gai no Honya san,1
931,931,13939,Accel World EX,2
932,932,190,Love Hina Again,1
933,933,15197,Code Geass Boukoku no Akito 2 Hikisakareshi Yokuryuu,0
934,934,15613,Hakkenden Touhou Hakken Ibun,2
935,935,193,Maburaho,1
936,936,30484,Steins Gate 0,1
937,937,31174,Osomatsu san,0
938,938,23327,Space Dandy 2nd Season,1
939,939,9136,Kuroshitsuji II Specials,1
940,940,2961,Digimon Adventure Movie,2
941,941,372,Cardcaptor Sakura Movie 2 Fuuin Sareta Card,1
942,942,31251,Mobile Suit Gundam Iron Blooded Orphans,0
943,943,16355,Dansai Bunri no Crime Edge,0
944,944,31914,Shoujo tachi wa Kouya wo Mezasu,1
945,945,5262,Shugo Chara Doki,1
946,946,15687,Chuunibyou demo Koi ga Shitai Lite,1
947,947,479,The Law of Ueki,2
948,948,14027,Boku wa Tomodachi ga Sukunai Relay Shousetsu wa Ketsumatsu ga Hanpanai,1
949,949,16890,Makai Ouji Devils and Realist,1
950,950,21185,Baby Steps,1
951,951,28675,Kyoukai no Kanata Movie I 039 ll Be Here Mirai hen,1
952,952,21177,Nobunaga the Fool,0
953,953,11266,Ao no Exorcist Kuro no Iede,2
954,954,28725,Kokoro ga Sakebitagatterunda ,1
955,955,26443,Triage X,2
956,956,24873,Juuou Mujin no Fafnir,1
957,957,122,Full Moon wo Sagashite,1
958,958,1829,Gedo Senki,2
959,959,898,Dragon Ball Z Movie 05 Tobikkiri no Saikyou tai Saikyou,2
960,960,25519,Yuuki Yuuna wa Yuusha de Aru,1
961,961,196,Onegai Twins,1
962,962,3358,Kure nai,1
963,963,24991,No Game No Life Specials,2
964,964,3713,Jigoku Shoujo Mitsuganae,0
965,965,9776,A Channel,1
966,966,1033,Sennen Joyuu,2
967,967,1119,Pokemon Celebi Toki wo Koeta Deai,2
968,968,25687,Digimon Adventure tri 1 Saikai,2
969,969,18497,Yozakura Quartet Hana no Uta,2
970,970,2927,Kimikiss Pure Rouge,1
971,971,6772,Break Blade 1 Kakusei no Toki,0
972,972,251,Kyou kara Maou ,2
973,973,30885,Noragami Aragoto OVA,2
974,974,529,Saishuu Heiki Kanojo,0
975,975,2685,Tsubasa Tokyo Revelations,0
976,976,31414,Nijiiro Days,1
977,977,896,Dragon Ball Z Movie 03 Chikyuu Marugoto Choukessen,2
978,978,10805,Kami nomi zo Shiru Sekai 4 nin to Idol,1
979,979,24893,Sidonia no Kishi Daikyuu Wakusei Seneki,0
980,980,21743,Donten ni Warau,2
981,981,412,Kore ga Watashi no Goshujinsama,1
982,982,894,Dragon Ball Z Movie 01 Ora no Gohan wo Kaese ,2
983,983,13807,Corpse Party Missing Footage,1
984,984,8876,Koe de Oshigoto The Animation,1
985,985,18295,Kakumeiki Valvrave 2nd Season,0
986,986,1639,Boku no Pico,0
987,987,13851,To LOVE Ru Darkness OVA,1
988,988,487,Girls Bravo Second Season,1
989,989,138,Hunter x Hunter Greed Island,2
990,990,905,Dragon Ball Z Movie 12 Fukkatsu no Fusion Gokuu to Vegeta,2
991,991,3701,Kaiba,0
992,992,20509,Fate kaleid liner Prisma Illya 2wei ,2
993,993,32360,Qualidea Code,2
994,994,160,Ima Soko ni Iru Boku,0
995,995,15751,Senyuu ,2
996,996,10794,IS Infinite Stratos Encore Koi ni Kogareru Rokujuusou,2
997,997,7627,Mitsudomoe,1
998,998,12471,Eureka Seven AO,2
999,999,3087,Cencoroll,2
